Application Date,Contact Email,Contact Phone Number,Company Name,Job Title,Job Url,Resume Name,Question And Answers,Status Date,Tempo_resposta_dias
2025-10-14,andré.cardoso@gmail.com,+55 (031) 2762 1267,TechWave,Mobile Developer,https://www.linkedin.com/jobs/view/mobile-developer-8054,LinkedIn_Resume_734.pdf,"Q: Preferred work model?
A: Expected salary: R$ 10112

Q: Do you have experience with remote teams?
A: I have full authorization to work in the country.

Q: Why are you interested in this role?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Why are you interested in this role?
A: Expected salary: R$ 12189",2025-12-01,48
2025-06-13,dr..rafael.da.cunha_app@gmail.com,51 9611 2233,GreenNest,Full Stack Developer,https://www.linkedin.com/jobs/view/full-stack-developer-4695,CV_Dr._1.pdf,"Q: Do you have work authorization in this country?
A: I have full authorization to work in the country.

Q: Do you have work authorization in this country?
A: Notice period: 1 month",2025-08-05,53
2025-02-20,augusto.cardoso_app@outlook.com,+1-489-025-0392x61429,UrbanNest,Product Manager,https://www.linkedin.com/jobs/view/product-manager-1375,resume_1.pdf,"Q: Preferred work model?
A: Expected salary: R$ 8000

Q: Describe a challenge you solved recently.
A: Expected salary: R$ 13985

Q: What is your notice period?
A: My LinkedIn: https://cavalcanti.com/

Q: Do you have experience with remote teams?
A: My LinkedIn: https://carter.com/",2025-04-11,50
2025-03-14,dra..maria.julia.rodrigues@gmail.com,+55 61 9975 8172,NextGen Mobility,Content Strategist,https://www.linkedin.com/jobs/view/content-strategist-4015,LinkedIn_Resume_240.pdf,"Q: Do you have work authorization in this country?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Preferred work model?
A: Neque deserunt placeat et necessitatibus totam esse velit ipsa voluptatem exercitationem at ab voluptates illo consectetur.

Q: Salary expectations?
A: My LinkedIn: https://roberts.com/",2025-04-11,28
2024-09-26,cauã.araújo_app@hotmail.com,+55 61 5461-7192,GreenNest,Marketing Specialist,https://www.linkedin.com/jobs/view/marketing-specialist-3844,resume_4.pdf,"Q: LinkedIn profile link?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Salary expectations?
A: Notice period: 1 month",2024-09-29,3
2023-12-16,kristy.hart@gmail.com,+55 (071) 7842-7010,ModaCasa,Sales Representative,https://www.linkedin.com/jobs/view/sales-representative-4612,resume_3.pdf,"Q: LinkedIn profile link?
A: Expected salary: R$ 12149

Q: Describe a challenge you solved recently.
A: Prefer hybrid, 2-3 times a week in office.

Q: Do you have work authorization in this country?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Do you have work authorization in this country?
A: Expected salary: R$ 15624",2024-01-11,26
2025-04-13,tracy.aguilar_app@example.com,(084) 3710-0943,ByteForge,Frontend Developer,https://www.linkedin.com/jobs/view/frontend-developer-6918,LinkedIn_Resume_205.pdf,"Q: LinkedIn profile link?
A: I have full authorization to work in the country.

Q: LinkedIn profile link?
A: Prefer hybrid, 2-3 times a week in office.

Q: Do you have experience with remote teams?
A: Notice period: immediate

Q: What is your notice period?
A: Notice period: 2 weeks",2025-06-05,53
2025-09-08,levi.cavalcanti_app@outlook.com,182-037-7889x25546,Translink,Operations Manager,https://www.linkedin.com/jobs/view/operations-manager-1444,CV_Levi_1.pdf,"Q: What is your notice period?
A: Expected salary: R$ 16471

Q: LinkedIn profile link?
A: Organization visit finally heavy social spend prove stock school.

Q: Why are you interested in this role?
A: Congress degree way main difficult case baby such big side strong.

Q: Why are you interested in this role?
A: Notice period: 30 days",2025-09-25,17
2023-12-11,dr..yago.nogueira@hotmail.com,001-947-576-9453x536,Translink,Sales Representative,https://www.linkedin.com/jobs/view/sales-representative-9565,CV_Dr._3.pdf,"Q: Describe a challenge you solved recently.
A: My LinkedIn: https://teixeira.com/

Q: LinkedIn profile link?
A: I have full authorization to work in the country.",2024-01-15,35
2025-04-29,kelly.smith2025@hotmail.com,9157018409,QuantumApps,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-6886,LinkedIn_Resume_922.pdf,"Q: Preferred work model?
A: Odit distinctio dicta enim minus quo perferendis earum culpa beatae vero.

Q: What is your notice period?
A: Expected salary: R$ 13065

Q: LinkedIn profile link?
A: Expected salary: R$ 7768

Q: What is your notice period?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Do you have experience with remote teams?
A: Notice period: 30 days",2025-05-20,21
2025-07-06,jennifer.garrett1@hotmail.com,(051) 1327 6179,NimbusAI,UX Designer,https://www.linkedin.com/jobs/view/ux-designer-6314,LinkedIn_Resume_971.pdf,"Q: Do you have work authorization in this country?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Why are you interested in this role?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Salary expectations?
A: Prefer hybrid, 2-3 times a week in office.

Q: Do you have experience with remote teams?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Why are you interested in this role?
A: My LinkedIn: https://www.howard.com/",2025-07-26,20
2024-12-17,dr..noah.carvalho_app@outlook.com,774-473-5352x478,Helix Systems,Marketing Specialist,https://www.linkedin.com/jobs/view/marketing-specialist-7647,LinkedIn_Resume_840.pdf,"Q: Do you have experience with remote teams?
A: I have full authorization to work in the country.

Q: Preferred work model?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Do you have experience with remote teams?
A: Notice period: 2 weeks",2025-02-14,59
2025-03-27,antônio.ribeiro_app@hotmail.com,51 7541 8156,Skyline Solutions,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-9362,LinkedIn_Resume_968.pdf,"Q: Describe a challenge you solved recently.
A: Notice period: 30 days

Q: Do you have experience with remote teams?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: What is your notice period?
A: Enim a delectus tenetur numquam qui sequi porro cumque placeat cumque ex iste vitae pariatur incidunt.",2025-05-11,45
2024-09-04,isabelly.mendes2025@gmail.com,(061) 6283 3339,BrightBridge,Mobile Developer,https://www.linkedin.com/jobs/view/mobile-developer-3867,resume_1.pdf,"Q: Describe a challenge you solved recently.
A: My LinkedIn: https://www.pearson.org/

Q: Preferred work model?
A: Amet dolor mollitia culpa fugit maxime debitis ipsam possimus harum pariatur earum quia.

Q: Do you have experience with remote teams?
A: Test candidate use first usually partner same then put skin.

Q: Do you have work authorization in this country?
A: My LinkedIn: https://www.da.com/

Q: Why are you interested in this role?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL",2024-09-23,19
2025-08-03,kayla.gutierrez_app@hotmail.com,(061) 9454-9180,NimbusAI,Operations Manager,https://www.linkedin.com/jobs/view/operations-manager-2262,resume_4.pdf,"Q: Do you have work authorization in this country?
A: Qui iure ratione sapiente aliquid impedit provident et.

Q: What is your notice period?
A: Notice period: 1 month

Q: Describe a challenge you solved recently.
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Salary expectations?
A: Prefer hybrid, 2-3 times a week in office.",2025-08-25,22
2024-07-28,samuel.howe2025@gmail.com,(557)431-3291x2127,Skyline Solutions,Full Stack Developer,https://www.linkedin.com/jobs/view/full-stack-developer-7636,CV_Samuel_2.pdf,"Q: LinkedIn profile link?
A: My LinkedIn: http://www.wright.com/

Q: Preferred work model?
A: Notice period: immediate",2024-09-22,56
2025-10-02,ana.júlia.monteiro@hotmail.com,+55 41 6025 2986,FinSight,Product Manager,https://www.linkedin.com/jobs/view/product-manager-6544,CV_Ana_1.pdf,"Q: Preferred work model?
A: Expected salary: R$ 4349

Q: Preferred work model?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: LinkedIn profile link?
A: Prefer hybrid, 2-3 times a week in office.",2025-12-01,60
2024-06-17,danielle.anderson2025@gmail.com,+55 31 8834 5819,FinSight,Mobile Developer,https://www.linkedin.com/jobs/view/mobile-developer-1377,LinkedIn_Resume_760.pdf,"Q: LinkedIn profile link?
A: Notice period: immediate

Q: Salary expectations?
A: I have full authorization to work in the country.

Q: What is your notice period?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Preferred work model?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Describe a challenge you solved recently.
A: I have full authorization to work in the country.",2024-08-09,53
2025-01-25,robert.thomas_app@hotmail.com,+55 (041) 7051-0287,PurePharm,Product Manager,https://www.linkedin.com/jobs/view/product-manager-6044,LinkedIn_Resume_100.pdf,"Q: Preferred work model?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Do you have experience with remote teams?
A: My LinkedIn: http://white-adkins.com/

Q: What is your notice period?
A: Expected salary: R$ 10745",2025-02-23,29
2023-10-31,mariah.fisher2025@hotmail.com,394.319.1654,MarketMind,Backend Developer,https://www.linkedin.com/jobs/view/backend-developer-1985,LinkedIn_Resume_699.pdf,"Q: Why are you interested in this role?
A: Expected salary: R$ 5469

Q: Do you have work authorization in this country?
A: Prefer hybrid, 2-3 times a week in office.

Q: Preferred work model?
A: Prefer hybrid, 2-3 times a week in office.

Q: Preferred work model?
A: Notice period: 1 month",2023-12-16,46
2024-01-13,cindy.anderson_app@gmail.com,001-040-954-3776x618,Translink,HR Generalist,https://www.linkedin.com/jobs/view/hr-generalist-4654,LinkedIn_Resume_757.pdf,"Q: Do you have work authorization in this country?
A: Expected salary: R$ 19031

Q: Salary expectations?
A: Prefer hybrid, 2-3 times a week in office.

Q: Preferred work model?
A: My LinkedIn: http://jackson.com/

Q: Do you have experience with remote teams?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Preferred work model?
A: Prefer hybrid, 2-3 times a week in office.",2024-01-31,18
2024-09-10,anthony.novaes@outlook.com,+1-825-095-2294x6209,CloudNine,Marketing Specialist,https://www.linkedin.com/jobs/view/marketing-specialist-1345,LinkedIn_Resume_416.pdf,"Q: Do you have work authorization in this country?
A: Expected salary: R$ 4128

Q: LinkedIn profile link?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Describe a challenge you solved recently.
A: Class discuss manager art out article responsibility who issue technology against direction call example practice too.

Q: LinkedIn profile link?
A: Expected salary: R$ 16074",2024-09-13,3
2025-06-02,lauren.horton2025@example.com,+1-748-694-1559,Solaris Energy,UX Designer,https://www.linkedin.com/jobs/view/ux-designer-4507,LinkedIn_Resume_966.pdf,"Q: Do you have work authorization in this country?
A: My LinkedIn: https://www.correia.com/

Q: Describe a challenge you solved recently.
A: Aspernatur placeat aperiam rerum modi quo rem dignissimos et illum quae commodi maiores ea.

Q: Describe a challenge you solved recently.
A: Yes — I collaborated with distributed teams across Americas and EMEA.",2025-08-01,60
2024-02-24,vicente.oliveira@outlook.com,(165)914-3882,QuantumApps,Quality Assurance,https://www.linkedin.com/jobs/view/quality-assurance-3456,CV_Vicente_4.pdf,"Q: Why are you interested in this role?
A: Tempore eveniet facilis vitae ratione sequi molestiae eum velit eaque.

Q: LinkedIn profile link?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Why are you interested in this role?
A: My LinkedIn: http://woodard.net/

Q: Do you have work authorization in this country?
A: Notice period: 2 weeks

Q: What is your notice period?
A: I have full authorization to work in the country.",2024-03-24,29
2025-07-06,srta..letícia.peixoto@example.com,(011) 2047-1960,NeoBuild,Data Engineer,https://www.linkedin.com/jobs/view/data-engineer-1639,LinkedIn_Resume_893.pdf,"Q: Salary expectations?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Salary expectations?
A: My LinkedIn: https://www.nguyen.org/

Q: Do you have experience with remote teams?
A: Expected salary: R$ 13802

Q: LinkedIn profile link?
A: I have full authorization to work in the country.

Q: Why are you interested in this role?
A: Prefer hybrid, 2-3 times a week in office.",2025-07-11,5
2024-12-18,stacey.snyder1@example.com,(586)179-3271x0405,Helix Systems,UX Designer,https://www.linkedin.com/jobs/view/ux-designer-1341,resume_1.pdf,"Q: Salary expectations?
A: My LinkedIn: http://martin.com/

Q: Preferred work model?
A: I have full authorization to work in the country.

Q: What is your notice period?
A: I have full authorization to work in the country.",2024-12-21,3
2024-08-20,nicole.brown2025@example.com,+55 61 9509 2711,TechWave,Backend Developer,https://www.linkedin.com/jobs/view/backend-developer-4149,LinkedIn_Resume_701.pdf,"Q: Do you have experience with remote teams?
A: Expected salary: R$ 19725

Q: Preferred work model?
A: I have full authorization to work in the country.

Q: Do you have experience with remote teams?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Do you have work authorization in this country?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL",2024-08-24,4
2025-02-21,teresa.west2025@gmail.com,0500 075 3998,SafeHarbor,Frontend Developer,https://www.linkedin.com/jobs/view/frontend-developer-3322,LinkedIn_Resume_946.pdf,"Q: What is your notice period?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Preferred work model?
A: Notice period: immediate",2025-03-05,12
2025-08-13,joão.felipe.lima1@gmail.com,(041) 6818-2683,Helix Systems,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-5485,LinkedIn_Resume_880.pdf,"Q: What is your notice period?
A: I have full authorization to work in the country.

Q: Do you have experience with remote teams?
A: Expected salary: R$ 7014

Q: Do you have experience with remote teams?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Why are you interested in this role?
A: Expected salary: R$ 19568",2025-10-05,53
2024-11-15,thomas.silva@example.com,(341)436-3718,NeoBuild,Product Manager,https://www.linkedin.com/jobs/view/product-manager-6615,CV_Thomas_3.pdf,"Q: Salary expectations?
A: Debitis voluptatibus nihil odio dolorem consequatur alias voluptatibus ut incidunt nulla at amet illum esse odio.

Q: Describe a challenge you solved recently.
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Describe a challenge you solved recently.
A: Notice period: 2 weeks

Q: Do you have experience with remote teams?
A: Practice decide himself thought candidate sea build only treatment pressure.

Q: Do you have work authorization in this country?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL",2024-12-11,26
2025-06-11,michael.johnson_app@example.com,886-932-0553x405,AlphaCreative,Quality Assurance,https://www.linkedin.com/jobs/view/quality-assurance-2059,resume_2.pdf,"Q: Do you have work authorization in this country?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Do you have work authorization in this country?
A: Expected salary: R$ 19631

Q: Why are you interested in this role?
A: Expected salary: R$ 17879

Q: Salary expectations?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL",2025-08-06,56
2024-05-22,dra..ana.luiza.melo2025@hotmail.com,81 8182 0967,ByteForge,Data Scientist,https://www.linkedin.com/jobs/view/data-scientist-5374,LinkedIn_Resume_308.pdf,"Q: Preferred work model?
A: Expected salary: R$ 16163

Q: What is your notice period?
A: Expected salary: R$ 10349",2024-07-16,55
2023-11-08,cynthia.hicks_app@outlook.com,+1-302-915-8542,InnovaLabs,Sales Representative,https://www.linkedin.com/jobs/view/sales-representative-6843,LinkedIn_Resume_232.pdf,"Q: Preferred work model?
A: Expected salary: R$ 4388

Q: Do you have experience with remote teams?
A: Yes — I collaborated with distributed teams across Americas and EMEA.",2023-12-14,36
2024-02-17,miss.tina.gordon@hotmail.com,001-515-879-9684x608,Helix Systems,Marketing Specialist,https://www.linkedin.com/jobs/view/marketing-specialist-6603,CV_Miss_4.pdf,"Q: Do you have experience with remote teams?
A: I have full authorization to work in the country.

Q: Salary expectations?
A: My LinkedIn: https://www.fernandes.br/

Q: Preferred work model?
A: My LinkedIn: http://www.moss.biz/",2024-04-12,55
2023-11-24,shirley.shaffer_app@outlook.com,159-485-3400,Echo Security,Quality Assurance,https://www.linkedin.com/jobs/view/quality-assurance-4713,LinkedIn_Resume_331.pdf,"Q: Do you have work authorization in this country?
A: I have full authorization to work in the country.

Q: LinkedIn profile link?
A: Prefer hybrid, 2-3 times a week in office.

Q: Do you have work authorization in this country?
A: Prefer hybrid, 2-3 times a week in office.

Q: Describe a challenge you solved recently.
A: My LinkedIn: http://cruz.com/

Q: Preferred work model?
A: Prefer hybrid, 2-3 times a week in office.",2024-01-13,50
2023-11-10,antônio.da.cruz@example.com,+55 31 9237 8584,Atlas Health,Content Strategist,https://www.linkedin.com/jobs/view/content-strategist-1138,CV_Antônio_1.pdf,"Q: What is your notice period?
A: At so control including nice discussion challenge card reduce action art small both program.

Q: Do you have work authorization in this country?
A: I have full authorization to work in the country.

Q: Do you have work authorization in this country?
A: I have full authorization to work in the country.

Q: Describe a challenge you solved recently.
A: I have full authorization to work in the country.",2023-12-21,41
2025-07-06,debra.huang1@example.com,794.620.7266x292,Helix Systems,Machine Learning Engineer,https://www.linkedin.com/jobs/view/machine-learning-engineer-6111,resume_4.pdf,"Q: Preferred work model?
A: I have full authorization to work in the country.

Q: Salary expectations?
A: Expected salary: R$ 6348

Q: Salary expectations?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Preferred work model?
A: Expected salary: R$ 7815

Q: Do you have experience with remote teams?
A: Yes — I collaborated with distributed teams across Americas and EMEA.",2025-07-29,23
2025-01-09,david.blair_app@outlook.com,(031) 5798 8942,Translink,DevOps Engineer,https://www.linkedin.com/jobs/view/devops-engineer-6118,LinkedIn_Resume_694.pdf,"Q: Describe a challenge you solved recently.
A: Notice period: 30 days

Q: Describe a challenge you solved recently.
A: Prefer hybrid, 2-3 times a week in office.

Q: Describe a challenge you solved recently.
A: Expected salary: R$ 19748",2025-02-02,24
2025-06-23,lucas.silveira_app@hotmail.com,61 7782 3129,NextGen Mobility,Product Manager,https://www.linkedin.com/jobs/view/product-manager-5129,resume_2.pdf,"Q: Describe a challenge you solved recently.
A: Notice period: 1 month

Q: Do you have work authorization in this country?
A: My LinkedIn: https://www.lowe.com/

Q: Describe a challenge you solved recently.
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL",2025-07-06,13
2025-10-21,dra..lara.nunes1@hotmail.com,21 3287 1012,Translink,Frontend Developer,https://www.linkedin.com/jobs/view/frontend-developer-2139,CV_Dra._1.pdf,"Q: Preferred work model?
A: My LinkedIn: http://mckay.com/

Q: Do you have work authorization in this country?
A: Expected salary: R$ 11573

Q: LinkedIn profile link?
A: Soluta veniam assumenda laborum architecto quis quisquam consectetur labore mollitia.

Q: Preferred work model?
A: Prefer hybrid, 2-3 times a week in office.

Q: What is your notice period?
A: My LinkedIn: http://www.chandler-mcbride.com/",2025-11-29,39
2025-05-13,charles.rios@gmail.com,+55 21 6172-1314,Viva Retail,Sales Representative,https://www.linkedin.com/jobs/view/sales-representative-9552,LinkedIn_Resume_941.pdf,"Q: Do you have work authorization in this country?
A: Expected salary: R$ 5978

Q: What is your notice period?
A: Expected salary: R$ 5765

Q: Why are you interested in this role?
A: Notice period: 1 month

Q: Do you have experience with remote teams?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Describe a challenge you solved recently.
A: Prefer hybrid, 2-3 times a week in office.",2025-06-12,30
2024-10-08,randy.bates@hotmail.com,335.090.2542x57306,NeoBuild,Content Strategist,https://www.linkedin.com/jobs/view/content-strategist-8577,LinkedIn_Resume_313.pdf,"Q: Preferred work model?
A: Corrupti eos aperiam delectus deserunt omnis ipsa sit architecto doloribus minus nam.

Q: Preferred work model?
A: I have full authorization to work in the country.

Q: LinkedIn profile link?
A: I have full authorization to work in the country.

Q: Do you have experience with remote teams?
A: My LinkedIn: https://murray-chavez.biz/",2024-10-26,18
2024-04-19,leonardo.gomes2025@outlook.com,7173279805,ModaCasa,UX Designer,https://www.linkedin.com/jobs/view/ux-designer-2934,LinkedIn_Resume_880.pdf,"Q: Do you have work authorization in this country?
A: Notice period: 2 weeks

Q: Do you have work authorization in this country?
A: Aperiam molestiae occaecati tenetur veritatis voluptatibus excepturi nostrum tempora vero facere.

Q: What is your notice period?
A: Notice period: 2 weeks

Q: Do you have work authorization in this country?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Describe a challenge you solved recently.
A: Expected salary: R$ 17136",2024-05-27,38
2025-07-28,diogo.alves2025@example.com,31 5044 8177,NeoBuild,Data Engineer,https://www.linkedin.com/jobs/view/data-engineer-4994,LinkedIn_Resume_653.pdf,"Q: Why are you interested in this role?
A: My LinkedIn: https://oliver.com/

Q: What is your notice period?
A: Bed administration usually billion seek perhaps name plant.

Q: Do you have work authorization in this country?
A: I have full authorization to work in the country.

Q: What is your notice period?
A: Yes — I collaborated with distributed teams across Americas and EMEA.",2025-08-25,28
2025-09-23,sra..camila.lopes2025@example.com,001-171-222-7643x3872,InnovaLabs,UX Designer,https://www.linkedin.com/jobs/view/ux-designer-1914,LinkedIn_Resume_338.pdf,"Q: Do you have experience with remote teams?
A: I have full authorization to work in the country.

Q: Preferred work model?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL",2025-10-08,15
2024-06-17,lucas.barros2025@outlook.com,+1-264-070-3088x081,ByteForge,Mobile Developer,https://www.linkedin.com/jobs/view/mobile-developer-3864,CV_Lucas_4.pdf,"Q: Preferred work model?
A: I have full authorization to work in the country.

Q: LinkedIn profile link?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Why are you interested in this role?
A: Subject drive build arm serious compare type create top.",2024-07-29,42
2025-07-08,fernando.cunha_app@hotmail.com,(084) 4882 1423,DataPulse,Marketing Specialist,https://www.linkedin.com/jobs/view/marketing-specialist-2938,resume_4.pdf,"Q: Salary expectations?
A: Notice period: 30 days

Q: Describe a challenge you solved recently.
A: My LinkedIn: https://rezende.com/

Q: Describe a challenge you solved recently.
A: I have full authorization to work in the country.",2025-08-21,44
2025-10-09,david.hansen_app@outlook.com,6325431074,CuraTech,Sales Representative,https://www.linkedin.com/jobs/view/sales-representative-2133,resume_2.pdf,"Q: Salary expectations?
A: Expected salary: R$ 13539

Q: Salary expectations?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Preferred work model?
A: Prefer hybrid, 2-3 times a week in office.

Q: Salary expectations?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: What is your notice period?
A: Notice period: 2 weeks",2025-11-06,28
2025-07-27,nicole.sales@gmail.com,(434)266-1797,UrbanNest,Frontend Developer,https://www.linkedin.com/jobs/view/frontend-developer-5106,CV_Nicole_1.pdf,"Q: Do you have work authorization in this country?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Describe a challenge you solved recently.
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: LinkedIn profile link?
A: I have full authorization to work in the country.",2025-09-21,56
2025-06-25,tyler.jackson_app@hotmail.com,0300 108 6771,Skyline Solutions,UX Designer,https://www.linkedin.com/jobs/view/ux-designer-7291,resume_2.pdf,"Q: LinkedIn profile link?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: Salary expectations?
A: Expected salary: R$ 12108

Q: Do you have work authorization in this country?
A: Atque animi ex doloremque tenetur voluptatum vel voluptas.",2025-07-01,6
2025-09-06,sr..henrique.vieira2025@gmail.com,105-014-7642,ModaCasa,Project Coordinator,https://www.linkedin.com/jobs/view/project-coordinator-4079,CV_Sr._3.pdf,"Q: Do you have experience with remote teams?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Do you have work authorization in this country?
A: Notice period: 2 weeks

Q: Why are you interested in this role?
A: Yes — I collaborated with distributed teams across Americas and EMEA.",2025-10-30,54
2025-02-10,vincent.brown1@gmail.com,233-027-6420x86567,Solaris Energy,Operations Manager,https://www.linkedin.com/jobs/view/operations-manager-3346,LinkedIn_Resume_420.pdf,"Q: Why are you interested in this role?
A: Notice period: 2 weeks

Q: Describe a challenge you solved recently.
A: Expected salary: R$ 14067",2025-03-21,39
2025-07-10,julia.silveira_app@hotmail.com,61 3956 1372,TechWave,UX Designer,https://www.linkedin.com/jobs/view/ux-designer-3860,resume_3.pdf,"Q: Preferred work model?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Salary expectations?
A: Notice period: 30 days",2025-08-09,30
2025-02-11,alexia.santos1@gmail.com,21 0622-0722,PurePharm,Mobile Developer,https://www.linkedin.com/jobs/view/mobile-developer-9791,LinkedIn_Resume_600.pdf,"Q: Do you have experience with remote teams?
A: Notice period: 30 days

Q: Why are you interested in this role?
A: Notice period: immediate",2025-02-22,11
2023-11-09,lívia.vieira2025@gmail.com,001-681-809-7887x5439,ModaCasa,Content Strategist,https://www.linkedin.com/jobs/view/content-strategist-5314,LinkedIn_Resume_177.pdf,"Q: Do you have experience with remote teams?
A: My LinkedIn: http://moreira.br/

Q: Describe a challenge you solved recently.
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL

Q: LinkedIn profile link?
A: - Project A: improved X by 30%
- Project B: led a team of 4
- Tools: Python, SQL",2023-12-22,43
2024-12-04,benício.sales@hotmail.com,0900 419 3245,GreenNest,Content Strategist,https://www.linkedin.com/jobs/view/content-strategist-3759,resume_4.pdf,"Q: What is your notice period?
A: My LinkedIn: https://www.da.br/

Q: Do you have experience with remote teams?
A: Expected salary: R$ 16655",2024-12-31,27
2024-11-17,srta..milena.costa1@gmail.com,726.001.3651x03444,Translink,Backend Developer,https://www.linkedin.com/jobs/view/backend-developer-5170,LinkedIn_Resume_335.pdf,"Q: Do you have experience with remote teams?
A: Expected salary: R$ 11660

Q: Salary expectations?
A: Expected salary: R$ 8473",2025-01-05,49
2024-01-18,meredith.goodwin@outlook.com,503.687.1568,GreenNest,UX Designer,https://www.linkedin.com/jobs/view/ux-designer-6942,resume_2.pdf,"Q: LinkedIn profile link?
A: My LinkedIn: https://www.pereira.com/

Q: Do you have work authorization in this country?
A: Prefer hybrid, 2-3 times a week in office.",2024-02-01,14
2024-03-25,sophie.fernandes_app@hotmail.com,7778097339,UrbanNest,Sales Representative,https://www.linkedin.com/jobs/view/sales-representative-9540,LinkedIn_Resume_741.pdf,"Q: Do you have experience with remote teams?
A: Prefer hybrid, 2-3 times a week in office.

Q: Salary expectations?
A: Notice period: 30 days

Q: Do you have experience with remote teams?
A: Notice period: 30 days

Q: Do you have experience with remote teams?
A: Notice period: 1 month

Q: Salary expectations?
A: I have full authorization to work in the country.",2024-04-22,28
2024-05-20,thomas.lopes@hotmail.com,001-772-168-8005,NeoBuild,HR Generalist,https://www.linkedin.com/jobs/view/hr-generalist-5940,LinkedIn_Resume_632.pdf,"Q: What is your notice period?
A: Notice period: 2 weeks

Q: Why are you interested in this role?
A: My LinkedIn: http://www.da.com/

Q: Salary expectations?
A: Prefer hybrid, 2-3 times a week in office.

Q: Do you have work authorization in this country?
A: Voluptatem eius quaerat corrupti sequi consectetur ipsa facere ut possimus.",2024-07-19,60
2024-09-12,laís.sales1@hotmail.com,215-134-2284,NimbusAI,Product Manager,https://www.linkedin.com/jobs/view/product-manager-2294,LinkedIn_Resume_417.pdf,"Q: What is your notice period?
A: Expected salary: R$ 19149

Q: Do you have work authorization in this country?
A: Notice period: immediate

Q: Do you have work authorization in this country?
A: Yes — I collaborated with distributed teams across Americas and EMEA.

Q: Preferred work model?
A: My LinkedIn: https://www.palmer.com/

Q: Do you have work authorization in this country?
A: I have full authorization to work in the country.",2024-10-05,23
